1e-05	-2.404556402353823e-11	-2.404556400943152e-11	1.410670858471582e-20
2.1e-05	-1.178128636239208e-11	-1.178128556272449e-11	7.996675906932904e-19
3.31e-05	1.710513711429112e-12	1.710510923182732e-12	-2.788246380103787e-18
4.641000000000001e-05	1.655236720877407e-11	1.655235931375898e-11	-7.895015091424936e-18
6.105100000000002e-05	3.287913188996713e-11	3.287927779749546e-11	1.459075283350973e-16
7.715610000000003e-05	5.083935034295529e-11	5.084068919789908e-11	1.338854943791199e-15
9.487171000000004e-05	7.059666458927264e-11	7.060312698457736e-11	6.462395304707391e-15
0.0001143588810000001	9.233120862216406e-11	9.235360665404347e-11	2.239803187941851e-14
0.0001357947691000001	1.162410470319266e-10	1.163026431806033e-10	6.159614867666761e-14
0.0001593742460100001	1.425429674576017e-10	1.42683607031714e-10	1.406395741123754e-13
0.0001853116706110001	1.714712010126171e-10	1.717432891756715e-10	2.720881630543495e-13
0.0002138428376721001	2.032732293615646e-10	2.03719933865099e-10	4.46704503534374e-13
0.0002452271214393102	2.381998723382679e-10	2.388066592631052e-10	6.067869248373099e-13
0.0002797498335832413	2.7648774707846e-10	2.77104605652936e-10	6.168585744760548e-13
0.0003177248169415654	3.183312333974289e-10	3.185741139210365e-10	2.4288052360759e-13
0.000359497298635722	3.638433454507334e-10	3.629952931743272e-10	-8.480522764061779e-13
0.0004054470284992942	4.130074529041579e-10	4.099466686569843e-10	-3.060784247173688e-12
0.0004559917313492237	4.656261334584956e-10	4.588071646939438e-10	-6.818968764551809e-12
0.0005115909044841461	5.212754296201154e-10	5.087797031205358e-10	-1.249572649957957e-11
0.0005727499949325608	5.792752529896841e-10	5.589303809886537e-10	-2.034487200103038e-11
0.000640024994425817	6.386854142181008e-10	6.082402109499287e-10	-3.044520326817215e-11
0.0007140274938683988	6.98334191344754e-10	6.556597042967663e-10	-4.267448704798767e-11
0.0007954302432552386	7.568750276563222e-10	7.001660507218384e-10	-5.670897693448381e-11
0.0008849732675807625	8.128684819672396e-10	7.408126520486549e-10	-7.205582991858464e-11
0.0009834705943388387	8.648777197213859e-10	7.767784169108854e-10	-8.809930281050052e-11
0.001091817653772723	9.115647011937188e-10	8.074016510868684e-10	-1.041630501068504e-10
0.001210999419149995	9.517758072878244e-10	8.322068936896926e-10	-1.195689135981318e-10
0.001342099361064995	9.846080130323047e-10	8.509191009322037e-10	-1.33688912100101e-10
0.001486309297171494	1.009450003236674e-09	8.634615093993855e-10	-1.459884938372887e-10
0.001644940226888644	1.025997419247562e-09	8.699480088878409e-10	-1.560494103597207e-10
0.001819434249577508	1.034244035910081e-09	8.706571893088195e-10	-1.635868466012618e-10
0.002011377674535259	1.034453729063316e-09	8.660063778160521e-10	-1.684473512472636e-10
0.002222515441988785	1.027118169156116e-09	8.565181630750802e-10	-1.706000060810359e-10
0.002454766986187664	1.012906507382593e-09	8.427839924680934e-10	-1.701225149144993e-10
0.002710243684806431	9.926129980706443e-10	8.254326610007648e-10	-1.671803370698795e-10
